txNomeParlamentar;sgPartido;codLegislatura;numAno;vlrDocumento;vlrGlosa;vlrLiquido;nomeEsgPartido
ADEMIR CAMILO;MDB;55;2016;438786.59;4656.95;434129.64;ADEMIR CAMILO (MDB)
MARCELO AGUIAR;DEM;55;2016;434169.5;40.0;434129.5;MARCELO AGUIAR (DEM)
Afonso Florence;PT;54;2014;435182.31;1079.8300000000002;434102.48;Afonso Florence (PT)
Carlos Zarattini;PT;56;2021;434673.59;593.04;434080.55;Carlos Zarattini (PT)
JÚLIA MARINHO;PSC;55;2015;434042.6035;2.1100000000000003;434040.52;JÚLIA MARINHO (PSC)
JOSUÉ BENGTSON;PTB;54;2013;464558.58;30531.21;434027.37;JOSUÉ BENGTSON (PTB)
MARCOS MEDRADO;SDD;54;2014;435518.751032;1500.0;434018.75;MARCOS MEDRADO (SDD)
Hugo Motta;PMDB;54;2014;436858.33;2851.75;434006.58;Hugo Motta (PMDB)
SÁGUAS MORAES;PT;54;2014;437076.01;1450.24;434000.14;SÁGUAS MORAES (PT)
RONALDO LESSA;PDT;55;2015;434807.05177;577.84;433961.47;RONALDO LESSA (PDT)
Vinicius Farah;UNIÃO;56;2019;436229.3;345.88;433954.13;Vinicius Farah (UNIÃO)
Leur Lomanto Júnior;UNIÃO;56;2019;435434.92;865.14;433929.77999999997;Leur Lomanto Júnior (UNIÃO)
Henrique Fontana;PT;56;2019;438742.31;3466.98;433925.77;Henrique Fontana (PT)
Jefferson Campos;PSB;55;2015;438522.23;1703.76;433897.61;Jefferson Campos (PSB)
Lucas Vergilio;SOLIDARIEDADE;55;2016;434328.97000000003;471.49;433857.48;Lucas Vergilio (SOLIDARIEDADE)
Subtenente Gonzaga;PDT;55;2018;434896.01;1039.13;433856.88;Subtenente Gonzaga (PDT)
João Roma;PL;56;2020;434300.17;449.59;433850.58;João Roma (PL)
Bozzella;UNIÃO;56;2020;433962.77;121.00999999999999;433841.76;Bozzella (UNIÃO)
YEDA CRUSIUS;PSDB;55;2018;437011.73;3175.79;433835.94;YEDA CRUSIUS (PSDB)
MARCOS ROGÉRIO;DEM;55;2018;437552.43;3732.28;433820.15;MARCOS ROGÉRIO (DEM)
JOÃO ARRUDA;PMDB;54;2014;440224.89;6428.04;433796.85;JOÃO ARRUDA (PMDB)
Misael Varella;PSD;56;2021;443754.94;586.8199999999999;433785.39;Misael Varella (PSD)
Heitor Schuch;PSB;55;2016;433944.92;238.9;433706.02;Heitor Schuch (PSB)
Enio Verri;PT;56;2019;434170.3;530.41;433639.89;Enio Verri (PT)
Odair Cunha;PT;56;2020;436920.71;2288.25;433628.86;Odair Cunha (PT)
Jose Mario Schreiner;MDB;56;2021;433691.64;89.95;433601.69;Jose Mario Schreiner (MDB)
Fernando Monteiro;PP;55;2015;435450.76;1871.33;433579.43;Fernando Monteiro (PP)
Marcos Aurélio Sampaio;PSD;56;2019;433956.87;380.76;433576.11;Marcos Aurélio Sampaio (PSD)
FRANKLIN;PP;55;2016;438680.26;4961.47;433538.79;FRANKLIN (PP)
Subtenente Gonzaga;PSD;56;2020;434608.97000000003;1086.84;433522.13;Subtenente Gonzaga (PSD)
Wolney Queiroz;PDT;56;2020;437045.09;3580.62;433464.47000000003;Wolney Queiroz (PDT)
ADELMO CARNEIRO LEÃO;PT;55;2016;436561.2;1107.3999999999999;433432.93;ADELMO CARNEIRO LEÃO (PT)
Bilac Pinto;DEM;55;2018;454757.75;21360.97;433396.75;Bilac Pinto (DEM)
SANDRA ROSADO;PSB;54;2013;434362.6117;990.38;433372.28;SANDRA ROSADO (PSB)
Jandira Feghali;PCdoB;54;2014;440011.94;4863.68;433351.51;Jandira Feghali (PCdoB)
Zé Silva;SOLIDARIEDADE;55;2016;434597.27;1248.51;433348.76;Zé Silva (SOLIDARIEDADE)
Giacobo;PR;54;2014;455727.75;1506.76;433220.99;Giacobo (PR)
Beto Pereira;PSDB;56;2019;449807.65;16767.31;433040.34;Beto Pereira (PSDB)
Félix Mendonça Júnior;PDT;54;2014;435167.30067;2156.26;433011.05;Félix Mendonça Júnior (PDT)
Bilac Pinto;UNIÃO;56;2021;434732.56;1859.59;432872.97;Bilac Pinto (UNIÃO)
LAUDIVIO CARVALHO;PODE;55;2017;436134.85;3271.1099999999997;432863.74;LAUDIVIO CARVALHO (PODE)
Marina Santos;REPUBLICANOS;56;2019;440308.21;503.47;432835.46;Marina Santos (REPUBLICANOS)
HENRIQUE OLIVEIRA;SDD;54;2013;432999.99325;165.43;432820.04;HENRIQUE OLIVEIRA (SDD)
Lincoln Portela;PR;55;2017;436481.67;2142.09;432795.7;Lincoln Portela (PR)
LIRA MAIA;DEM;54;2013;433364.91000000003;576.39;432788.52;LIRA MAIA (DEM)
MILTON MONTI;PR;55;2016;438632.55;3022.7799999999997;432619.31;MILTON MONTI (PR)
Danilo Cabral;PSB;56;2019;432667.39;71.32;432596.07;Danilo Cabral (PSB)
LEONARDO QUINTÃO;MDB;55;2017;433155.48;569.08;432586.4;LEONARDO QUINTÃO (MDB)
Lincoln Portela;PR;55;2018;435164.31;1093.1200000000001;432579.56;Lincoln Portela (PR)
KEIKO OTA;PSB;55;2018;451803.29;19247.27;432555.99;KEIKO OTA (PSB)
Jorge Braz;REPUBLICANOS;56;2021;438826.35;23.5;432528.55;Jorge Braz (REPUBLICANOS)
MARCELO MATOS;PSD;55;2017;432517.42;8.25;432509.17;MARCELO MATOS (PSD)
ABELARDO LUPION;DEM;54;2014;432628.861971;146.51;432482.35;ABELARDO LUPION (DEM)
Luciano Ducci;PSB;55;2015;465268.05;1402.06;432401.1;Luciano Ducci (PSB)
Alan Rick;UNIÃO;56;2020;432450.55;106.27;432344.28;Alan Rick (UNIÃO)
LUIZ CARLOS RAMOS;PR;55;2018;442151.82;200.20000000000002;432339.61;LUIZ CARLOS RAMOS (PR)
Fernando Coelho Filho;PSB;54;2014;435391.278388;3059.91;432331.37;Fernando Coelho Filho (PSB)
Vitor Lippi;PSDB;55;2018;432344.44;96.16;432248.27999999997;Vitor Lippi (PSDB)
DELEY;PTB;55;2016;436180.82;593.48;432239.44;DELEY (PTB)
Chico D'Angelo;PDT;55;2017;432659.88;426.75;432233.13;Chico D'Angelo (PDT)
Luisa Canziani;PSD;56;2021;432809.31;591.45;432217.86;Luisa Canziani (PSD)
Capitão Augusto;PL;56;2021;433297.41;1192.8;432104.61;Capitão Augusto (PL)
ANSELMO DE JESUS;PT;54;2013;438013.9;4940.08;432073.82;ANSELMO DE JESUS (PT)
Aelton Freitas;PR;55;2017;437833.83;5448.33;432046.03;Aelton Freitas (PR)
Pastor Eurico;PATRI;55;2018;432881.09;867.24;432013.85;Pastor Eurico (PATRI)
Delegado Antônio Furtado;UNIÃO;56;2021;438651.97000000003;1264.5;431975.29;Delegado Antônio Furtado (UNIÃO)
ROSINHA DA ADEFAL;PTdoB;54;2013;438920.39040000003;6997.43;431922.91;ROSINHA DA ADEFAL (PTdoB)
Marcelo Nilo;REPUBLICANOS;56;2019;432829.53;916.2;431913.33;Marcelo Nilo (REPUBLICANOS)
Santini;PTB;56;2020;442893.34;3020.59;431872.55;Santini (PTB)
Guilherme Mussi;PP;55;2015;436856.73;0.0;431858.93;Guilherme Mussi (PP)
FRANCISCO FLORIANO;DEM;55;2018;439410.59;7561.57;431849.02;FRANCISCO FLORIANO (DEM)
Átila Lira;PP;56;2019;438085.3;6247.79;431837.51;Átila Lira (PP)
Pedro Westphalen;PP;56;2021;432679.63;847.02;431832.61;Pedro Westphalen (PP)
DR. JOÃO;PR;55;2016;437849.98;6026.96;431811.8;DR. JOÃO (PR)
CRISTIANE BRASIL;PTB;55;2018;436610.32;4851.33;431758.99;CRISTIANE BRASIL (PTB)
Nilto Tatto;PT;55;2018;432344.01;611.8100000000001;431732.2;Nilto Tatto (PT)
ALEX CANZIANI;PTB;54;2013;442810.83;1670.02;431714.06;ALEX CANZIANI (PTB)
Marcelo Álvaro Antônio;PSL;55;2016;440130.09;8418.15;431711.94;Marcelo Álvaro Antônio (PSL)
EDMAR ARRUDA;PSC;54;2014;437058.604;5430.79;431627.81;EDMAR ARRUDA (PSC)
Geraldo Resende;PMDB;54;2013;432909.74;1297.79;431611.95;Geraldo Resende (PMDB)
Cacá Leão;PP;55;2018;433665.67;1455.55;431597.47;Cacá Leão (PP)
SIMÃO SESSIM;PP;55;2018;432780.53;1195.52;431585.01;SIMÃO SESSIM (PP)
Aelton Freitas;PP;56;2021;434022.45;2454.6;431567.85;Aelton Freitas (PP)
Dimas Fabiano;PP;55;2016;432621.42;1121.46;431499.96;Dimas Fabiano (PP)
ANTONIO BULHÕES;PRB;55;2017;431722.25;229.98;431492.27;ANTONIO BULHÕES (PRB)
Iracema Portella;PP**;54;2013;431500.69;88.03;431412.66;Iracema Portella (PP**)
Moses Rodrigues;UNIÃO;56;2020;433814.71;2413.79;431400.92;Moses Rodrigues (UNIÃO)
VICENTE ARRUDA;PR;53;2010;431616.33;238.46;431377.87;VICENTE ARRUDA (PR)
BRUNO ARAÚJO;PSDB;54;2012;436171.33;4850.91;431320.42;BRUNO ARAÚJO (PSDB)
Juninho do Pneu;UNIÃO;56;2020;432403.28;1129.32;431273.96;Juninho do Pneu (UNIÃO)
DOMINGOS DUTRA;SDD;54;2013;433108.26290000003;277.93;431212.0;DOMINGOS DUTRA (SDD)
JAIME MARTINS;PROS;55;2018;434477.13;2146.41;431144.14;JAIME MARTINS (PROS)
Gonzaga Patriota;PSB;56;2021;438413.17;7338.24;431074.93;Gonzaga Patriota (PSB)
Boca Aberta;PROS;56;2019;435288.46;2818.91;431027.02;Boca Aberta (PROS)
João Carlos Bacelar;PR;54;2014;440437.02;9277.47;431012.25;João Carlos Bacelar (PR)
Bacelar;PODE;55;2018;432827.61;1817.0500000000002;431010.56;Bacelar (PODE)
Aliel Machado;PSB;55;2016;431348.46;354.24;430994.22;Aliel Machado (PSB)
MENDONÇA FILHO;DEM;54;2014;448578.8092;584.15;430978.17;MENDONÇA FILHO (DEM)
WANDENKOLK GONÇALVES;PSDB;54;2013;442807.21;10065.14;430967.77;WANDENKOLK GONÇALVES (PSDB)
CESAR SOUZA;PSD;55;2018;434494.84;638.23;430914.46;CESAR SOUZA (PSD)
DELEGADO EDSON MOREIRA;PR;55;2016;435363.33;4172.72;430889.92;DELEGADO EDSON MOREIRA (PR)
Afonso Florence;PT;56;2019;434220.12;1180.56;430847.64;Afonso Florence (PT)
Zé Neto;PT;56;2020;449363.98;7882.200000000001;430846.52;Zé Neto (PT)
ROBERTO SALES;DEM;55;2017;430973.33;150.69;430822.64;ROBERTO SALES (DEM)
EZEQUIEL FONSECA;PP;55;2015;441963.7583;11170.369999999999;430793.41;EZEQUIEL FONSECA (PP)
Luiz Antônio Corrêa;PP;56;2021;442379.53;3471.18;430721.2;Luiz Antônio Corrêa (PP)
SÉRGIO REIS;PRB;55;2017;431410.51;693.18;430717.33;SÉRGIO REIS (PRB)
JANETE CAPIBERIBE;PSB;55;2018;431698.14;1029.15;430668.99;JANETE CAPIBERIBE (PSB)
Fábio Mitidieri;PSD;55;2015;431089.05;462.53;430626.52;Fábio Mitidieri (PSD)
Aluisio Mendes;PSC;56;2019;433978.54;3158.46;430612.58;Aluisio Mendes (PSC)
João Marcelo Souza;MDB;55;2015;437464.42;2906.37;430558.05;João Marcelo Souza (MDB)
Paulão;PT;56;2019;433741.07;2073.45;430541.54;Paulão (PT)
Eli Corrêa Filho;DEM;55;2018;434868.02;4413.58;430454.44;Eli Corrêa Filho (DEM)
Pr. Marco Feliciano;PODE;55;2015;431161.29;755.81;430405.51;Pr. Marco Feliciano (PODE)
MARA GABRILLI;PSDB;55;2016;430821.3;382.59000000000003;430311.21;MARA GABRILLI (PSDB)
Weliton Prado;PROS;56;2021;430282.02999999997;9.25;430272.77999999997;Weliton Prado (PROS)
NILDA GONDIM;PMDB;54;2014;431392.22487;1143.92;430248.3;NILDA GONDIM (PMDB)
MARCO ANTÔNIO CABRAL;MDB;55;2017;432224.37;1983.18;430241.19;MARCO ANTÔNIO CABRAL (MDB)
Gleisi Hoffmann;PT;56;2019;435490.02;1045.13;430225.79;Gleisi Hoffmann (PT)
Subtenente Gonzaga;PDT;55;2017;430483.28;118.33;430191.94;Subtenente Gonzaga (PDT)
Efraim Filho;DEM;54;2013;434709.6154;3546.92;430162.64;Efraim Filho (DEM)
JARBAS VASCONCELOS;MDB;55;2015;430360.78;272.64;430088.14;JARBAS VASCONCELOS (MDB)
Pastor Eurico;PSB;54;2014;430548.5584;256.68;430054.39;Pastor Eurico (PSB)
CAIO NARCIO;PSDB;55;2018;430357.96;306.58;430051.38;CAIO NARCIO (PSDB)
ROMÁRIO;PSB;54;2014;434150.73;1507.45;430036.92;ROMÁRIO (PSB)
PAULO FEIJÓ;PR;55;2018;431264.11;1243.5;429904.96;PAULO FEIJÓ (PR)
Daniela do Waguinho;UNIÃO;56;2021;433020.05;0.0;429845.99;Daniela do Waguinho (UNIÃO)
ZECA DO PT;PT;55;2015;432150.32;1012.39;429808.6;ZECA DO PT (PT)
DR. LUIZ FERNANDO;PSD;54;2013;430382.13;43.4;429776.97000000003;DR. LUIZ FERNANDO (PSD)
ELIZEU DIONIZIO;PSB;55;2015;432389.11;1776.93;429771.27;ELIZEU DIONIZIO (PSB)
Jhonatan de Jesus;PRB;54;2012;437189.38;1781.98;429725.72000000003;Jhonatan de Jesus (PRB)
Arthur Oliveira Maia;UNIÃO;56;2020;430164.62;215.22;429687.16;Arthur Oliveira Maia (UNIÃO)
Geraldo Resende;PSDB;55;2015;433444.23;3696.21;429678.08;Geraldo Resende (PSDB)
GLADSON CAMELI;PP**;54;2011;433143.13;3473.2599999999998;429669.87;GLADSON CAMELI (PP**)
Dr. Luiz Antonio Teixeira Jr.;PP;56;2021;430159.95;494.14;429665.81;Dr. Luiz Antonio Teixeira Jr. (PP)
Rodrigo de Castro;UNIÃO;56;2021;429901.01;238.71;429662.3;Rodrigo de Castro (UNIÃO)
Paulo Azi;DEM;55;2018;438329.26;8670.69;429658.57;Paulo Azi (DEM)
Perpétua Almeida;PCdoB;54;2012;430859.95;1209.88;429650.07;Perpétua Almeida (PCdoB)
WASHINGTON REIS;MDB;55;2016;430329.39;683.76;429645.63;WASHINGTON REIS (MDB)
SILVIO COSTA;PSC;54;2013;429781.9439;225.91;429555.99;SILVIO COSTA (PSC)
Natália Bonavides;PT;56;2019;431087.21;1543.34;429543.87;Natália Bonavides (PT)
Iracema Portella;PP;56;2020;430162.55;667.35;429495.2;Iracema Portella (PP)
Iracema Portella;PP;55;2016;433542.47000000003;4079.29;429463.22;Iracema Portella (PP)
FELIPE BORNIER;PSD;54;2013;429450.37;14.86;429435.51;FELIPE BORNIER (PSD)
Luiz Lima;PL;56;2021;431011.5;1219.25;429404.41;Luiz Lima (PL)
ANGELA ALBINO;PCdoB;55;2016;435098.75;5133.35;429351.31;ANGELA ALBINO (PCdoB)
Haroldo Cathedral;PSD;56;2021;429353.16;7.9;429345.26;Haroldo Cathedral (PSD)
Wellington Roberto;PR;54;2013;462246.76;1203.63;429255.6;Wellington Roberto (PR)
Cleber Verde;PRB;54;2013;478100.3648;32.0;429254.68;Cleber Verde (PRB)
GIUSEPPE VECCI;PSDB;55;2016;434400.22;5162.24;429237.98;GIUSEPPE VECCI (PSDB)
Juninho do Pneu;UNIÃO;56;2019;446043.54;16644.170000000002;429226.17;Juninho do Pneu (UNIÃO)
Vicentinho Júnior;PR;55;2015;434529.85;2568.63;429191.74;Vicentinho Júnior (PR)
HEULER CRUVINEL;PP;55;2017;431737.7;2558.89;429178.81;HEULER CRUVINEL (PP)
Tito;AVANTE;56;2019;443028.43;1415.41;429172.92;Tito (AVANTE)
Bozzella;UNIÃO;56;2021;429518.98;448.01;429070.97;Bozzella (UNIÃO)
ROBERTO SALES;DEM;55;2018;434065.02999999997;5057.9400000000005;429007.09;ROBERTO SALES (DEM)
MARCO TEBALDI;PSDB;55;2015;435650.58;3407.15;429004.58;MARCO TEBALDI (PSDB)
Joice Hasselmann;PSDB;56;2021;431091.36;473.24;429003.81;Joice Hasselmann (PSDB)
Hugo Leal;PSD;56;2021;429614.39;656.07;428958.32;Hugo Leal (PSD)
Felício Laterça;PP;56;2021;430552.12;1653.36;428898.76;Felício Laterça (PP)
ASSIS DO COUTO;PDT;55;2015;448558.975;1328.67;428869.47;ASSIS DO COUTO (PDT)
ARNALDO FARIA DE SÁ;PP;55;2015;428826.025;0.0;428826.05;ARNALDO FARIA DE SÁ (PP)
TONINHO PINHEIRO;PP;55;2016;429171.19;406.77;428764.42;TONINHO PINHEIRO (PP)
Bacelar;PV;56;2020;429520.66;757.82;428762.84;Bacelar (PV)
Darcísio Perondi;PMDB;54;2012;433221.08;4471.06;428750.02;Darcísio Perondi (PMDB)
Aline Sleutjes;PROS;56;2019;432350.02;1524.95;428698.08;Aline Sleutjes (PROS)
Laercio Oliveira;PP;55;2017;428816.96;137.11;428679.85;Laercio Oliveira (PP)
Afonso Hamm;PP**;54;2013;432775.79;2562.18;428632.42;Afonso Hamm (PP**)
OSMAR JÚNIOR;PCdoB;54;2013;430523.05;1105.73;428596.26;OSMAR JÚNIOR (PCdoB)
Alex Santana;REPUBLICANOS;56;2019;428658.56;94.72999999999999;428563.83;Alex Santana (REPUBLICANOS)
AROLDE DE OLIVEIRA;PSD;55;2018;430507.51;1973.08;428534.43;AROLDE DE OLIVEIRA (PSD)
Herculano Passos;REPUBLICANOS;56;2021;430228.27;1470.53;428525.01;Herculano Passos (REPUBLICANOS)
CHICO LOPES;PCdoB;54;2013;438752.0231;284.97;428467.0;CHICO LOPES (PCdoB)
INDIO DA COSTA;PSD;55;2015;432009.1785;3554.96;428454.24;INDIO DA COSTA (PSD)
Bohn Gass;PT;54;2013;429634.91;1190.79;428444.12;Bohn Gass (PT)
Rosangela Gomes;REPUBLICANOS;56;2021;435940.71;229.36;428313.25;Rosangela Gomes (REPUBLICANOS)
Leur Lomanto Júnior;UNIÃO;56;2020;428631.98;350.32;428281.66;Leur Lomanto Júnior (UNIÃO)
MISSIONÁRIO JOSÉ OLIMPIO;DEM;55;2018;428240.29;63.42;428176.87;MISSIONÁRIO JOSÉ OLIMPIO (DEM)
Leandre;PV;55;2017;428431.86;370.21;428061.65;Leandre (PV)
Paulo Guedes;PT;56;2021;428590.07;655.99;427934.08;Paulo Guedes (PT)
Léo Motta;REPUBLICANOS;56;2021;429645.77;1729.97;427915.8;Léo Motta (REPUBLICANOS)
FERNANDO MARRONI;PT;54;2013;436203.26;8358.81;427764.37;FERNANDO MARRONI (PT)
Abílio Santana;PSC;56;2019;427662.44;32.92;427629.52;Abílio Santana (PSC)
DAVI ALCOLUMBRE;DEM;54;2013;430091.51;2574.55;427516.96;DAVI ALCOLUMBRE (DEM)
Vinicius Gurgel;PR;54;2013;427488.98;0.0;427488.98;Vinicius Gurgel (PR)
WILSON FILHO;PTB;54;2014;428034.82;583.62;427451.2;WILSON FILHO (PTB)
Hélio Leite;UNIÃO;56;2020;427854.28;407.88;427446.4;Hélio Leite (UNIÃO)
OSVALDO REIS;PMDB;54;2014;427450.33;76.97;427373.36;OSVALDO REIS (PMDB)
Vinicius Carvalho;REPUBLICANOS;56;2019;430301.43;2957.84;427343.59;Vinicius Carvalho (REPUBLICANOS)
José Nelto;PP;56;2020;427717.06;377.16;427339.9;José Nelto (PP)
Roberto de Lucena;REPUBLICANOS;56;2019;431779.76;974.65;427333.9;Roberto de Lucena (REPUBLICANOS)
SILVIO TORRES;PSDB;55;2017;501162.65;73905.89;427256.76;SILVIO TORRES (PSDB)
Benedita da Silva;PT;56;2019;428754.72;174.29;427247.83;Benedita da Silva (PT)
Gurgel;PL;56;2021;427711.39;520.68;427190.71;Gurgel (PL)
THIAGO PEIXOTO;PSD;55;2018;435795.81;8638.050000000001;427157.76;THIAGO PEIXOTO (PSD)
Chiquinho Brazão;UNIÃO;56;2021;428015.76;0.0;427145.99;Chiquinho Brazão (UNIÃO)
ASSIS DO COUTO;PT;54;2014;428624.172;1490.6399999999999;427133.53;ASSIS DO COUTO (PT)
Felipe Rigoni;UNIÃO;56;2021;428102.09;988.13;427113.96;Felipe Rigoni (UNIÃO)
VILSON COVATTI;PP**;54;2013;432080.654;4972.74;427107.92;VILSON COVATTI (PP**)
LUCI CHOINACKI;PT;54;2013;431659.037;251.36;427094.89;LUCI CHOINACKI (PT)
Jerônimo Goergen;PP;56;2021;429236.04;2150.76;427085.28;Jerônimo Goergen (PP)
José Nelto;PP;56;2021;427022.63;0.0;427022.63;José Nelto (PP)
Paulo Ramos;PDT;56;2021;429638.91;299.99;426969.91;Paulo Ramos (PDT)
Fausto Pinato;PP;55;2018;429572.25;2655.7200000000003;426916.53;Fausto Pinato (PP)
Augusto Coutinho;REPUBLICANOS;56;2020;428582.72000000003;1684.23;426898.49;Augusto Coutinho (REPUBLICANOS)
Jerônimo Goergen;PP**;54;2013;431672.93;4631.6;426871.34;Jerônimo Goergen (PP**)
Lincoln Portela;PL;56;2019;429252.88;96.25;426836.35;Lincoln Portela (PL)
Hugo Motta;PRB;55;2018;436517.73;9718.86;426798.87;Hugo Motta (PRB)
Marcon;PT;56;2021;431254.58;4459.89;426794.69;Marcon (PT)
Flávia Morais;PDT;56;2021;427610.33;858.38;426751.95;Flávia Morais (PDT)
Aroldo Martins;REPUBLICANOS;56;2019;432398.78;5684.650000000001;426714.13;Aroldo Martins (REPUBLICANOS)
Nelson Pellegrino;PT;55;2018;427355.65;217.55;426667.74;Nelson Pellegrino (PT)
TENENTE LÚCIO;PR;55;2016;426770.01;189.95000000000002;426580.06;TENENTE LÚCIO (PR)
Newton Cardoso Jr;MDB;55;2018;427618.9;1058.26;426560.64;Newton Cardoso Jr (MDB)
Elcione Barbalho;PMDB;54;2013;431481.9386;1128.04;426551.02;Elcione Barbalho (PMDB)
Daniel Coelho;PPS;55;2015;426995.91;448.62;426547.29;Daniel Coelho (PPS)
Talíria Petrone;PSOL;56;2021;443906.79;4584.5;426528.01;Talíria Petrone (PSOL)
Professor Alcides;PL;56;2020;426906.08;64.7;426447.7;Professor Alcides (PL)
DUDIMAR PAXIUBA;PROS;54;2013;428601.31;1474.82;426442.11;DUDIMAR PAXIUBA (PROS)
IZAQUE SILVA;PSDB;55;2017;426543.49;109.87;426433.62;IZAQUE SILVA (PSDB)
Jerônimo Goergen;PP;55;2015;429330.91;2944.9;426386.01;Jerônimo Goergen (PP)
Alexandre Frota;PSDB;56;2020;429270.4;2174.98;426306.09;Alexandre Frota (PSDB)
ROBERTO BRITTO;PP**;54;2014;439821.1063;13542.77;426278.34;ROBERTO BRITTO (PP**)
Alceu Moreira;MDB;55;2018;428487.5;2216.28;426271.22;Alceu Moreira (MDB)
HEULER CRUVINEL;PP;55;2018;427929.51;1785.8500000000001;426143.66;HEULER CRUVINEL (PP)
Adriano do Baldy;PP;56;2021;428483.85;1962.19;426115.52;Adriano do Baldy (PP)
Iracema Portella;PP;55;2018;427796.53;1711.28;426085.25;Iracema Portella (PP)
Rubens Otoni;PT;55;2017;427380.9;897.84;426084.72000000003;Rubens Otoni (PT)
GIUSEPPE VECCI;PSDB;55;2017;440070.43;7042.29;426084.72;GIUSEPPE VECCI (PSDB)
Vermelho;PL;56;2020;430043.18;3962.5099999999998;426080.67;Vermelho (PL)
JUTAHY JUNIOR;PSDB;54;2014;426345.803945;329.67;426016.16;JUTAHY JUNIOR (PSDB)
Sóstenes Cavalcante;DEM;55;2018;427745.37;1731.48;426013.89;Sóstenes Cavalcante (DEM)
Sóstenes Cavalcante;PL;56;2021;425913.17;1.0;425912.17;Sóstenes Cavalcante (PL)
Zé Neto;PT;56;2019;426623.01;734.45;425888.56;Zé Neto (PT)
CAETANO;PT;55;2015;426011.0811;147.55;425863.56;CAETANO (PT)
LUIZ FERNANDO FARIA;PP;55;2018;426923.19;1094.42;425828.77;LUIZ FERNANDO FARIA (PP)
Otavio Leite;PSDB;55;2016;434490.21;4481.45;425817.37;Otavio Leite (PSDB)
Lucas Vergilio;SOLIDARIEDADE;55;2018;426181.42;459.56;425721.86;Lucas Vergilio (SOLIDARIEDADE)
ROBERTO BALESTRA;PP;55;2017;427043.9;1341.31;425702.59;ROBERTO BALESTRA (PP)
ANTONIO BULHÕES;PRB;55;2016;505911.18;239.12;425672.06;ANTONIO BULHÕES (PRB)
Flávia Morais;PDT;55;2016;427739.36;234.69;425665.43;Flávia Morais (PDT)
Alex Manente;CIDADANIA;56;2019;428199.66;2562.2200000000003;425637.44;Alex Manente (CIDADANIA)
JOSI NUNES;PROS;55;2015;429450.92;3843.53;425607.39;JOSI NUNES (PROS)
Lucio Mosquini;MDB;55;2016;427778.39;232.11;425546.28;Lucio Mosquini (MDB)
Célio Silveira;PSDB;55;2017;485215.07;2106.48;425508.59;Célio Silveira (PSDB)
Célio Silveira;PSDB;55;2018;432942.69;7452.86;425489.75;Célio Silveira (PSDB)
Orlando Silva;PCdoB;55;2015;425837.52;384.14;425453.42;Orlando Silva (PCdoB)
Célio Silveira;PSDB;55;2016;427436.78;420.34;425430.74;Célio Silveira (PSDB)
Marcos Pereira;REPUBLICANOS;56;2021;425428.78;0.0;425428.78;Marcos Pereira (REPUBLICANOS)
Domingos Neto;PROS;54;2014;425496.11;100.0;425396.11;Domingos Neto (PROS)
Carlos Bezerra;PMDB;54;2014;425658.97;266.09000000000003;425392.88;Carlos Bezerra (PMDB)
EUDES XAVIER;PT;54;2011;433425.27999999997;8040.46;425384.85;EUDES XAVIER (PT)
Hugo Leal;PSD;55;2015;428693.53;3352.37;425286.19;Hugo Leal (PSD)
Sóstenes Cavalcante;DEM;55;2017;426655.49;1391.41;425264.08;Sóstenes Cavalcante (DEM)
JÂNIO NATAL;PRP;54;2014;427687.96;2458.19;425229.77;JÂNIO NATAL (PRP)
ANDERSON FERREIRA;PR;54;2013;425642.48;416.42;425226.06;ANDERSON FERREIRA (PR)
Lucio Mosquini;MDB;56;2019;425589.69;450.14;425139.55;Lucio Mosquini (MDB)
LÁZARO BOTELHO;PP**;54;2014;494261.01399;333.75;425123.46;LÁZARO BOTELHO (PP**)
Arthur Lira;PP;56;2020;425010.24;0.0;425010.24;Arthur Lira (PP)
Stefano Aguiar;PSD;55;2018;425421.06;364.6;425006.08;Stefano Aguiar (PSD)
Gurgel;PL;56;2020;426630.64;1642.68;424987.96;Gurgel (PL)
Alexandre Padilha;PT;56;2019;425531.63;569.31;424962.32;Alexandre Padilha (PT)
Giovani Cherini;PL;56;2019;426929.44;887.14;424959.82;Giovani Cherini (PL)
Hermes Parcianello;PMDB;54;2014;428416.09;764.96;424952.04;Hermes Parcianello (PMDB)
Newton Cardoso Jr;MDB;55;2016;427639.23;2728.66;424910.57;Newton Cardoso Jr (MDB)
Afonso Florence;PT;55;2015;429044.98;1724.24;424878.59;Afonso Florence (PT)
Hiran Gonçalves;PP;56;2021;425463.46;587.39;424876.07;Hiran Gonçalves (PP)
Milton Vieira;REPUBLICANOS;56;2020;425337.2;489.2;424848.0;Milton Vieira (REPUBLICANOS)
MARCOS ABRÃO;PPS;55;2017;424873.9;26.11;424847.79;MARCOS ABRÃO (PPS)
DAVI ALVES SILVA JÚNIOR;PR;54;2013;424794.13117999997;0.0;424794.08;DAVI ALVES SILVA JÚNIOR (PR)
SABINO CASTELO BRANCO;PTB;54;2013;538185.4847;33600.0;424585.49;SABINO CASTELO BRANCO (PTB)
Zé Carlos;PT;56;2019;424910.62;204.16;424508.82;Zé Carlos (PT)
MARLLOS SAMPAIO;PMDB;54;2013;426684.42;1137.26;424492.36;MARLLOS SAMPAIO (PMDB)
Liziane Bayer;REPUBLICANOS;56;2021;425989.43;1505.54;424483.89;Liziane Bayer (REPUBLICANOS)
