txNomeParlamentar;sgPartido;codLegislatura;numAno;vlrDocumento;vlrGlosa;vlrLiquido;nomeEsgPartido
PEDRO CHAVES;PMDB;54;2012;258214.67;2634.04;255580.63;PEDRO CHAVES (PMDB)
LIRA MAIA;DEM;53;2009;256092.15;2346.31;255518.88;LIRA MAIA (DEM)
JURANDY LOUREIRO;PSC;53;2009;254744.7;775.74;255483.66;JURANDY LOUREIRO (PSC)
EDMAR ARRUDA;PSC;54;2013;258266.09195;2912.59;255353.73;EDMAR ARRUDA (PSC)
Paulo Magalhães;DEM;53;2009;258459.63;8642.59;255329.04;Paulo Magalhães (DEM)
Cleber Verde;PRB;54;2012;296836.09;39830.66;255263.53;Cleber Verde (PRB)
FABIO GARCIA;DEM;55;2015;255943.0837;680.31;255262.8;FABIO GARCIA (DEM)
PEDRO WILSON;PT;53;2009;257294.49;3287.49;255176.04;PEDRO WILSON (PT)
Damião Feliciano;PDT;54;2014;255278.085545;130.88;255147.22;Damião Feliciano (PDT)
JILMAR TATTO;PT;53;2009;251812.3;589.52;254968.98;JILMAR TATTO (PT)
Christiane de Souza Yared;PP;56;2020;256110.38;950.23;254899.46;Christiane de Souza Yared (PP)
Roberto Alves;PTB;53;2010;255295.88999999998;659.18;254636.71;Roberto Alves (PTB)
LUIZ PITIMAN;PSDB;54;2013;254868.94;248.03;254620.91;LUIZ PITIMAN (PSDB)
NELSON TRAD;PMDB;53;2009;255310.63;745.25;254565.38;NELSON TRAD (PMDB)
FERNANDO JORDÃO;PMDB;54;2011;255740.15;1198.58;254541.57;FERNANDO JORDÃO (PMDB)
MENDONÇA PRADO;DEM;53;2009;249498.78;864.74;254485.28;MENDONÇA PRADO (DEM)
Patrus Ananias;PT;55;2016;255311.13;778.97;254445.25;Patrus Ananias (PT)
Tadeu Filippelli;PMDB;53;2010;254564.88;124.49000000000001;254440.38999999998;Tadeu Filippelli (PMDB)
Nelson Pellegrino;PT;54;2012;256124.49;1703.05;254421.44;Nelson Pellegrino (PT)
ALDO REBELO;PCdoB;54;2011;256086.4;1858.7;254227.7;ALDO REBELO (PCdoB)
GORETE PEREIRA;PR;53;2009;274141.51;23316.89;254016.44;GORETE PEREIRA (PR)
CAPITÃO ASSUMÇÃO;PSB;53;2009;252051.62;717.59;253916.13;CAPITÃO ASSUMÇÃO (PSB)
EDMILSON VALENTIM;PCdoB;53;2009;253497.63;1866.8700000000001;253842.7;EDMILSON VALENTIM (PCdoB)
ÍRIS DE ARAÚJO;PMDB;53;2010;259952.38;6134.57;253817.81;ÍRIS DE ARAÚJO (PMDB)
FERNANDO MELO;PT;53;2009;253943.75;1035.63;253765.12;FERNANDO MELO (PT)
AIRTON ROVEDA;PR;53;2009;251566.09;4413.35;253405.8;AIRTON ROVEDA (PR)
Erika Kokay;PT;54;2011;254451.46;1087.03;253364.43;Erika Kokay (PT)
LÚCIO VALE;PR;53;2009;251455.62;472.32;253203.96;LÚCIO VALE (PR)
Alexandre Leite;DEM;54;2011;256695.74;3639.17;253056.57;Alexandre Leite (DEM)
ANDRÉ ZACHAROW;PMDB;53;2009;254137.38;4223.01;253050.01;ANDRÉ ZACHAROW (PMDB)
Jefferson Campos;PSB;53;2009;254812.34;3705.23;252784.19;Jefferson Campos (PSB)
MAURO PEREIRA;MDB;55;2015;255929.76;2422.53;252714.65;MAURO PEREIRA (MDB)
José Nelto;PP;56;2019;252594.65;74.54;252520.11;José Nelto (PP)
MARCIO REINALDO MOREIRA;PP**;53;2009;259724.76;9155.74;252470.74;MARCIO REINALDO MOREIRA (PP**)
Geraldo Resende;PMDB;53;2009;253523.49;1619.29;252348.62;Geraldo Resende (PMDB)
ALBERTO FILHO;PMDB;54;2012;252264.74;76.11;252188.63;ALBERTO FILHO (PMDB)
Pedro Paulo;DEM;55;2016;253505.16;1367.5;252137.66;Pedro Paulo (DEM)
ANTONIO BALHMANN;PDT;55;2015;252113.73113;4.08;252101.99;ANTONIO BALHMANN (PDT)
ANDRE VARGAS;PT;53;2009;248233.9;2831.37;252023.03;ANDRE VARGAS (PT)
PINTO ITAMARATY;PSDB;54;2012;262073.03;10170.53;251902.5;PINTO ITAMARATY (PSDB)
Bilac Pinto;UNIÃO;56;2020;253166.87;1270.26;251896.61;Bilac Pinto (UNIÃO)
IRAN BARBOSA;PT;53;2009;252083.26;1041.59;251860.71;IRAN BARBOSA (PT)
FILIPE PEREIRA;PSC;53;2009;253648.04;3372.7;251850.24;FILIPE PEREIRA (PSC)
LUIZ SÉRGIO;PT;53;2009;254602.7;4889.79;251800.61000000002;LUIZ SÉRGIO (PT)
FÁBIO SOUTO;DEM;53;2009;249727.82;1357.99;251749.65;FÁBIO SOUTO (DEM)
ROMERO RODRIGUES;PSDB;54;2012;252644.91;966.58;251678.33;ROMERO RODRIGUES (PSDB)
JAIR BOLSONARO;PP**;53;2009;249481.45;166.58;251564.99;JAIR BOLSONARO (PP**)
NAZARENO FONTELES;PT;53;2010;250588.9;236.21;251430.31;NAZARENO FONTELES (PT)
DUARTE NOGUEIRA;PSDB;53;2009;258924.46;7582.02;251342.44;DUARTE NOGUEIRA (PSDB)
Eduardo Barbosa;PSDB;56;2021;252420.37;1177.7;251242.67;Eduardo Barbosa (PSDB)
ROGÉRIO ROSSO;PSD;55;2018;251632.25;409.32;251222.93;ROGÉRIO ROSSO (PSD)
CABO DACIOLO;PATRI;55;2018;251013.55;3.4;251010.15;CABO DACIOLO (PATRI)
Tiririca;PR;54;2013;251397.229;421.56;250975.82;Tiririca (PR)
ARMANDO VERGÍLIO;SDD;54;2014;251523.918377;589.19;250934.75;ARMANDO VERGÍLIO (SDD)
EDINHO BEZ;PMDB;53;2009;250226.14;846.9;250841.48;EDINHO BEZ (PMDB)
MÁRCIO FRANÇA;PSB;53;2009;248357.62;1242.68;250819.76;MÁRCIO FRANÇA (PSB)
Nicoletti;UNIÃO;56;2022;250881.81;188.42000000000002;250693.39;Nicoletti (UNIÃO)
FRANCISCO ESCÓRCIO;PMDB;54;2014;250692.72692;0.0;250692.73;FRANCISCO ESCÓRCIO (PMDB)
JULIÃO AMIN;PDT;53;2009;264286.48;14222.59;250678.54;JULIÃO AMIN (PDT)
EDUARDO VALVERDE;PT;53;2010;250346.47;441.05;250252.84;EDUARDO VALVERDE (PT)
CIRO PEDROSA;PV;53;2009;249087.67;968.66;250161.35;CIRO PEDROSA (PV)
Mário Heringer;PDT;53;2009;251598.8;3509.23;250078.29;Mário Heringer (PDT)
RAUL JUNGMANN;PPS;53;2009;248320.08;1280.72;250032.84;RAUL JUNGMANN (PPS)
Delegado Pablo;UNIÃO;56;2020;252958.38;3062.3;249896.08;Delegado Pablo (UNIÃO)
Nelson Barbudo;PL;56;2019;250590.12;782.02;249808.1;Nelson Barbudo (PL)
JEAN WYLLYS;PSOL;55;2018;254199.11000000002;3082.94;249712.67;JEAN WYLLYS (PSOL)
Tiririca;PL;56;2019;250122.94;657.58;249465.36000000002;Tiririca (PL)
Covatti Filho;PP;56;2022;253357.78;3902.15;249455.63;Covatti Filho (PP)
CHARLES LUCENA;PTB;53;2009;246862.22;1405.0;249430.46;CHARLES LUCENA (PTB)
VITOR PENIDO;DEM;53;2009;250154.3;1608.02;249302.13999999998;VITOR PENIDO (DEM)
Bilac Pinto;UNIÃO;56;2019;249154.68;19.04;249135.63999999998;Bilac Pinto (UNIÃO)
NEUDO CAMPOS;PP**;53;2010;250617.23;1670.54;248946.69;NEUDO CAMPOS (PP**)
OLAVO CALHEIROS;PMDB;53;2009;260639.33;11738.109999999999;248901.22;OLAVO CALHEIROS (PMDB)
Rose Modesto;UNIÃO;56;2019;249239.08;372.96999999999997;248866.11;Rose Modesto (UNIÃO)
MARINA SANTANNA;PT;54;2011;270629.38;21787.7;248841.66999999998;MARINA SANTANNA (PT)
Mauro Lopes;PMDB;53;2009;249483.76;4409.95;248760.79;Mauro Lopes (PMDB)
Reginaldo Lopes;PT;53;2009;248897.01;3062.4900000000002;248662.69999999998;Reginaldo Lopes (PT)
JOÃO PIZZOLATTI;PP**;53;2009;246411.71;4025.01;248624.82;JOÃO PIZZOLATTI (PP**)
JORGE TADEU MUDALEN;DEM;54;2014;248653.45981;180.91;248472.55;JORGE TADEU MUDALEN (DEM)
LEOPOLDO MEYER;PSB;55;2018;249373.47;1007.29;248366.18;LEOPOLDO MEYER (PSB)
Hermes Parcianello;MDB;55;2015;250405.82;2149.22;248256.6;Hermes Parcianello (MDB)
Lucio Mosquini;MDB;56;2020;248751.1;504.45;248246.65;Lucio Mosquini (MDB)
ANTONIO CARLOS CHAMARIZ;PTB;53;2009;250328.81;2931.9;247945.53;ANTONIO CARLOS CHAMARIZ (PTB)
DILCEU SPERAFICO;PP**;53;2009;246192.38;1506.42;247922.06;DILCEU SPERAFICO (PP**)
ROBERTO BRITTO;PP**;53;2009;247266.79;6769.139999999999;247755.85;ROBERTO BRITTO (PP**)
JOÃO OLIVEIRA;DEM;53;2009;246755.38;424.25;247698.21;JOÃO OLIVEIRA (DEM)
Vicentinho;PT;54;2014;249082.3793;1361.36;247678.51;Vicentinho (PT)
Abou Anni;UNIÃO;56;2019;248952.15;1285.92;247666.23;Abou Anni (UNIÃO)
JOSÉ PAULO TÓFFANO;PV;53;2009;249042.12;2831.48;247644.88;JOSÉ PAULO TÓFFANO (PV)
Chico D'Angelo;PT;53;2009;257162.19;11659.390000000001;247560.92;Chico D'Angelo (PT)
LUIZ PITIMAN;PSDB;54;2012;250920.98;3534.96;247386.02;LUIZ PITIMAN (PSDB)
SARNEY FILHO;PV;53;2009;255643.0;8268.27;247374.75;SARNEY FILHO (PV)
Luciano Bivar;UNIÃO;56;2019;253257.04;385.43;247333.95;Luciano Bivar (UNIÃO)
CARLOS MELLES;DEM;53;2009;250010.58;3494.86;247171.34;CARLOS MELLES (DEM)
NEWTON CARDOSO;PMDB;54;2011;259261.69;12157.2;247104.49;NEWTON CARDOSO (PMDB)
Pedro Cunha Lima;PSDB;55;2018;248465.68;1600.0;246865.68;Pedro Cunha Lima (PSDB)
JULIO SEMEGHINI;PSDB;53;2010;248206.6;1384.8;246821.8;JULIO SEMEGHINI (PSDB)
Carlos Bezerra;MDB;56;2021;246811.97;0.0;246811.97;Carlos Bezerra (MDB)
AUGUSTO CARVALHO;SDD;54;2013;250223.32;705.3699999999999;246717.95;AUGUSTO CARVALHO (SDD)
LEOPOLDO MEYER;PSB;55;2017;247373.64;758.83;246614.81;LEOPOLDO MEYER (PSB)
Norma Ayub;PP;56;2019;253225.92;1496.15;246568.37;Norma Ayub (PP)
Hiran Gonçalves;PP;56;2022;247319.48;776.86;246542.62;Hiran Gonçalves (PP)
CARLOS BRANDÃO;PSDB;53;2009;245023.49;1032.07;246463.7;CARLOS BRANDÃO (PSDB)
FRANCISCO PRACIANO;PT;53;2010;247253.75;837.6899999999999;246416.06;FRANCISCO PRACIANO (PT)
NILMAR RUIZ;PR;53;2009;249129.15;4407.38;246307.85;NILMAR RUIZ (PR)
BENJAMIN MARANHÃO;SDD;54;2012;253243.4;1316.88;246289.89;BENJAMIN MARANHÃO (SDD)
ELISEU PADILHA;PMDB;54;2013;247633.99;1344.44;246289.55;ELISEU PADILHA (PMDB)
Guiga Peixoto;PSC;56;2021;246610.9;414.9;246196.01;Guiga Peixoto (PSC)
ROGERIO LISBOA;DEM;53;2009;245042.76;1963.1299999999999;246159.41;ROGERIO LISBOA (DEM)
Lauriete;PSC;54;2013;246751.14;716.04;246035.1;Lauriete (PSC)
ANTÔNIO ROBERTO;PV;53;2009;244821.42;1214.33;245607.05;ANTÔNIO ROBERTO (PV)
THEMISTOCLES SAMPAIO;PMDB;53;2010;249023.07;3511.71;245511.36;THEMISTOCLES SAMPAIO (PMDB)
José Priante;PMDB;54;2011;246237.02;738.85;245498.16999999998;José Priante (PMDB)
Celso Russomanno;PRB;55;2016;245788.1;348.34;245439.76;Celso Russomanno (PRB)
URZENI ROCHA;PSDB;53;2009;252646.17;9624.949999999999;245241.06;URZENI ROCHA (PSDB)
Celso Russomanno;REPUBLICANOS;56;2021;245574.4;349.25;245225.15;Celso Russomanno (REPUBLICANOS)
Danilo Forte;UNIÃO;56;2022;245339.88;257.38;245082.5;Danilo Forte (UNIÃO)
Daniel Coelho;CIDADANIA;56;2020;247567.39;2511.09;245056.3;Daniel Coelho (CIDADANIA)
JOSÉ ANÍBAL;PSDB;54;2014;248760.87342;3746.5;245014.28;JOSÉ ANÍBAL (PSDB)
CREUZA PEREIRA;PSB;55;2017;244991.63;0.0;244991.63;CREUZA PEREIRA (PSB)
SUELY;PR;53;2010;244598.81;619.88;244933.35;SUELY (PR)
VIGNATTI;PT;53;2009;243471.73;2151.47;244727.76;VIGNATTI (PT)
Sargento Fahur;PSD;56;2019;245126.26;418.7;244707.56;Sargento Fahur (PSD)
INOCÊNCIO OLIVEIRA;PR;54;2013;244932.837;123.61;244629.75;INOCÊNCIO OLIVEIRA (PR)
DR. ROSINHA;PT;54;2011;246992.63;2457.43;244535.2;DR. ROSINHA (PT)
EDINHO ARAÚJO;PMDB;54;2011;245377.46;944.26;244433.2;EDINHO ARAÚJO (PMDB)
José Priante;PMDB;54;2013;244740.19999999998;558.36;244181.84;José Priante (PMDB)
BRIZOLA NETO;PDT;54;2011;246255.45;2170.11;244085.34;BRIZOLA NETO (PDT)
PAULO DELGADO;PT;53;2010;245685.65;1646.6;244039.05;PAULO DELGADO (PT)
Fausto Pinato;PP;56;2020;245551.11;1615.95;243935.16;Fausto Pinato (PP)
WILSON PICLER;PDT;53;2010;257233.88;13316.13;243917.75;WILSON PICLER (PDT)
RICARDO TRIPOLI;PSDB;53;2009;245565.64;3534.92;243899.82;RICARDO TRIPOLI (PSDB)
PASTOR PEDRO RIBEIRO;PR;53;2009;234738.57;992.8100000000001;243822.19;PASTOR PEDRO RIBEIRO (PR)
OSMAR JÚNIOR;PCdoB;53;2009;243994.28;3578.76;243788.57;OSMAR JÚNIOR (PCdoB)
BEL MESQUITA;PMDB;53;2009;240979.97;2279.28;243781.83;BEL MESQUITA (PMDB)
Paulo Eduardo Martins;PSDB;55;2016;243496.78;9.0;243487.78;Paulo Eduardo Martins (PSDB)
Danilo Cabral;PSB;54;2014;245249.95;1971.67;243278.28;Danilo Cabral (PSB)
Paulo Abi-Ackel;PSDB;53;2009;243366.22;1369.35;243274.38999999998;Paulo Abi-Ackel (PSDB)
ANDREIA ZITO;PSDB;54;2013;244143.65921;987.25;243156.37;ANDREIA ZITO (PSDB)
LAEL VARELLA;DEM;53;2009;249028.4;7810.99;243097.75;LAEL VARELLA (DEM)
Rubens Bueno;PPS;54;2012;243535.15;557.83;242977.32;Rubens Bueno (PPS)
INOCÊNCIO OLIVEIRA;PR;54;2012;242932.44;32.13;242900.31;INOCÊNCIO OLIVEIRA (PR)
GERALDO PUDIM;PR;53;2009;251436.13;10260.32;242857.16999999998;GERALDO PUDIM (PR)
JOSÉ PIMENTEL;PT;53;2010;244136.97;1858.88;242849.71;JOSÉ PIMENTEL (PT)
FÁTIMA PELAES;PMDB;53;2009;235127.15;701.6700000000001;242792.88;FÁTIMA PELAES (PMDB)
ANTONIO JOSÉ MEDEIROS;PT;53;2010;243993.83;1201.48;242792.35;ANTONIO JOSÉ MEDEIROS (PT)
JOÃO MATOS;PMDB;53;2009;240986.11;1174.1399999999999;242730.69;JOÃO MATOS (PMDB)
Fábio Trad;PSD;55;2018;242711.73;164.31;242547.42;Fábio Trad (PSD)
Glauber Braga;PSB;53;2009;240473.21;156.41;242538.14;Glauber Braga (PSB)
PAULO BORNHAUSEN;DEM;53;2009;242214.73;1311.3;242329.29;PAULO BORNHAUSEN (DEM)
RATINHO JUNIOR;PSC;54;2012;246543.55;4361.360000000001;242182.19;RATINHO JUNIOR (PSC)
Odair Cunha;PT;55;2018;266215.83;24106.09;242109.74;Odair Cunha (PT)
Aelton Freitas;PR;53;2009;239949.93;3407.31;242075.84;Aelton Freitas (PR)
FERNANDO CORUJA;PPS;53;2010;242344.15;368.23;241975.91999999998;FERNANDO CORUJA (PPS)
Luis Miranda;REPUBLICANOS;56;2021;242093.99;184.94;241909.05;Luis Miranda (REPUBLICANOS)
OSVALDO REIS;PMDB;53;2009;241507.61;2237.07;241870.44;OSVALDO REIS (PMDB)
CONCEIÇÃO SAMPAIO;PSDB;55;2016;242096.05;574.9;241521.15;CONCEIÇÃO SAMPAIO (PSDB)
CHICO ALENCAR;PSOL;53;2010;241881.75;377.37;241504.38;CHICO ALENCAR (PSOL)
Vicentinho;PT;55;2015;241954.7631;463.18999999999994;241486.39;Vicentinho (PT)
Pedro Cunha Lima;PSDB;55;2015;241504.652;61.0;241443.65;Pedro Cunha Lima (PSDB)
NEUDO CAMPOS;PP**;53;2009;242251.4;1652.31;241377.71;NEUDO CAMPOS (PP**)
Dr. Gonçalo;REPUBLICANOS;56;2021;241332.8;0.0;241328.08;Dr. Gonçalo (REPUBLICANOS)
RIBAMAR ALVES;PSB;53;2009;243405.04;2086.13;241321.91;RIBAMAR ALVES (PSB)
Afonso Hamm;PP**;53;2009;239738.12;2178.54;241229.96;Afonso Hamm (PP**)
Fábio Ramalho;MDB;56;2020;244411.31;3211.23;241200.08000000002;Fábio Ramalho (MDB)
RENZO BRAZ;PP**;54;2014;242456.62;1319.5;241137.12;RENZO BRAZ (PP**)
PEDRO FERNANDES;PTB;53;2009;242030.55;2121.39;241088.4;PEDRO FERNANDES (PTB)
Professora Dayane Pimentel;UNIÃO;56;2020;241793.61000000002;709.07;241084.54;Professora Dayane Pimentel (UNIÃO)
JEAN WYLLYS;PSOL;54;2014;242935.68;1960.02;240975.66;JEAN WYLLYS (PSOL)
SANDRA ROSADO;PSB;53;2009;237896.38;624.4;240958.08;SANDRA ROSADO (PSB)
PEDRO EUGÊNIO;PT;53;2009;243859.72;4667.820000000001;240954.76;PEDRO EUGÊNIO (PT)
AROLDE DE OLIVEIRA;DEM;53;2010;248108.09;7676.99;240868.52;AROLDE DE OLIVEIRA (DEM)
RAIMUNDÃO;PMDB;54;2012;242922.92;2134.27;240788.65;RAIMUNDÃO (PMDB)
ROBERTO SANTIAGO;PSD;54;2011;246598.04;5867.78;240730.26;ROBERTO SANTIAGO (PSD)
Carmen Zanotto;CIDADANIA;56;2021;241939.75;1407.53;240532.08;Carmen Zanotto (CIDADANIA)
DOMINGOS DUTRA;PT;53;2009;236752.54;605.05;240480.59;DOMINGOS DUTRA (PT)
Luiz Carlos Motta;PL;56;2019;241380.96;975.02;240405.94;Luiz Carlos Motta (PL)
Bibo Nunes;PL;56;2022;277025.6;397.57;240333.03;Bibo Nunes (PL)
ANTONIO FEIJÃO;PTC;53;2009;246845.56;7350.43;240313.77;ANTONIO FEIJÃO (PTC)
LOBBE NETO;PSDB;53;2009;240490.02;744.51;240144.13;LOBBE NETO (PSDB)
Rodrigo de Castro;PSDB;53;2010;241767.74;1630.9;240136.84;Rodrigo de Castro (PSDB)
Bira do Pindaré;PSB;56;2020;240267.36;137.29;240130.07;Bira do Pindaré (PSB)
ULDURICO PINTO;PHS;53;2009;226428.58;16.0;240123.32;ULDURICO PINTO (PHS)
ROSE DE FREITAS;PMDB;53;2009;246914.22;11569.16;240056.01;ROSE DE FREITAS (PMDB)
EMILIANO JOSÉ;PT;54;2014;241546.5;1509.65;240036.85;EMILIANO JOSÉ (PT)
RODRIGO BETHLEM;PMDB;54;2014;242225.12;2217.61;240007.51;RODRIGO BETHLEM (PMDB)
João H. Campos;PSB;56;2020;240758.19;761.75;239996.34;João H. Campos (PSB)
GERVÁSIO SILVA;PSDB;53;2009;238407.8;2301.0099999999998;239915.95;GERVÁSIO SILVA (PSDB)
Marreca Filho;PATRIOTA;56;2022;240040.22;145.82999999999998;239894.38999999998;Marreca Filho (PATRIOTA)
Giacobo;PR;53;2009;241411.69;4746.95;239553.64;Giacobo (PR)
ODÍLIO BALBINOTTI;PMDB;53;2009;237523.15;4391.82;239460.65;ODÍLIO BALBINOTTI (PMDB)
Subtenente Gonzaga;PDT;54;2014;239820.1052;234.74;239439.96;Subtenente Gonzaga (PDT)
Vanderlei Macris;PSDB;53;2009;241795.05;2899.73;239173.94;Vanderlei Macris (PSDB)
Jéssica Sales;MDB;56;2022;238956.81;0.0;238956.81;Jéssica Sales (MDB)
ADILTON SACHETTI;PRB;55;2017;239247.43;368.84;238878.59;ADILTON SACHETTI (PRB)
Coronel Chrisóstomo;PL;56;2022;238905.26;140.18;238765.08;Coronel Chrisóstomo (PL)
JOÃO DADO;PDT;53;2009;242867.0;5003.5199999999995;238722.1;JOÃO DADO (PDT)
Mauro Benevides Filho;PDT;56;2020;238563.58;0.0;238563.58;Mauro Benevides Filho (PDT)
Henrique Fontana;PT;56;2020;240081.72;1552.6299999999999;238529.09;Henrique Fontana (PT)
VALADARES FILHO;PSB;53;2009;242054.64;5688.19;238511.11;VALADARES FILHO (PSB)
SARAIVA FELIPE;PMDB;53;2009;244198.06;7820.92;238259.86000000002;SARAIVA FELIPE (PMDB)
ALDO REBELO;PCdoB;53;2009;238607.13999999998;955.27;238140.49;ALDO REBELO (PCdoB)
DIMAS RAMALHO;PPS;54;2011;238369.19;433.43;237935.76;DIMAS RAMALHO (PPS)
TAKAYAMA;PSC;53;2009;232679.42;2468.5;237905.36;TAKAYAMA (PSC)
Eduardo Cury;PSDB;56;2020;238237.96;115.67;237856.27;Eduardo Cury (PSDB)
Nelson Barbudo;PL;56;2022;237734.15;163.39000000000001;237570.76;Nelson Barbudo (PL)
Marcelo Aro;PHS;55;2015;240013.13;1663.65;237553.58;Marcelo Aro (PHS)
AUGUSTO FARIAS;PTB;53;2009;240024.12;2485.42;237538.7;AUGUSTO FARIAS (PTB)
MÁRIO NEGROMONTE;PP**;53;2009;246066.92;14871.789999999999;237496.71;MÁRIO NEGROMONTE (PP**)
Sergio Vidigal;PDT;56;2020;239505.88;2075.9;237429.04;Sergio Vidigal (PDT)
DUDIMAR PAXIUBA;PROS;54;2011;238793.13;1430.11;237363.02;DUDIMAR PAXIUBA (PROS)
MARCOS MEDRADO;SDD;54;2012;245856.41;8516.380000000001;237340.01;MARCOS MEDRADO (SDD)
FLAVINHO;PSC;55;2015;238410.26;176.34;237216.26;FLAVINHO (PSC)
IRAJÁ ABREU;PSD;54;2013;255279.32;1489.69;237077.16;IRAJÁ ABREU (PSD)
LUIZ CARLOS BUSATO;PTB;53;2009;235987.22;47.800000000000004;236877.66;LUIZ CARLOS BUSATO (PTB)
MILTON MONTI;PR;53;2009;240876.78;4017.85;236858.93;MILTON MONTI (PR)
MARCELO MELO;PMDB;53;2009;239708.86;2880.9300000000003;236827.93;MARCELO MELO (PMDB)
EDSON APARECIDO;PSDB;53;2009;244602.65;9157.14;236699.99;EDSON APARECIDO (PSDB)
ELISEU PADILHA;PMDB;53;2009;222317.95;1825.69;236671.6;ELISEU PADILHA (PMDB)
GABRIEL CHALITA;PMDB;54;2012;238292.37;1715.3700000000001;236577.0;GABRIEL CHALITA (PMDB)
Heitor Schuch;PSB;56;2020;238360.08;1845.55;236514.53;Heitor Schuch (PSB)
SEBASTIÃO BALA ROCHA;PDT;53;2009;232890.34;35.6;236452.7;SEBASTIÃO BALA ROCHA (PDT)
Eros Biondini;PTB;54;2012;272736.02;36687.35;236048.72;Eros Biondini (PTB)
PEDRO HENRY;PP**;54;2012;237518.3;1574.0;235944.3;PEDRO HENRY (PP**)
CEZAR SILVESTRI;PPS;53;2009;236826.95;4226.43;235923.9;CEZAR SILVESTRI (PPS)
Alexandre Leite;DEM;55;2017;235981.69;59.690000000000005;235922.0;Alexandre Leite (DEM)
SIMÃO SESSIM;PP**;53;2009;234262.8;570.66;235913.62;SIMÃO SESSIM (PP**)
CELSO PANSERA;PT;55;2016;240167.95;4291.91;235876.04;CELSO PANSERA (PT)
ROBERTO BRITTO;PP;55;2015;235940.57;61.9;235736.69;ROBERTO BRITTO (PP)
TONHA MAGALHÃES;PR;53;2009;246593.62;12790.76;235678.34;TONHA MAGALHÃES (PR)
Diego Garcia;REPUBLICANOS;56;2021;237389.12;1732.1;235657.02;Diego Garcia (REPUBLICANOS)
JOSÉ OTÁVIO GERMANO;PP**;53;2009;235611.2;1504.37;235574.07;JOSÉ OTÁVIO GERMANO (PP**)
NELSON GOETTEN;PR;53;2009;231581.67;764.8;235521.31;NELSON GOETTEN (PR)
José Medeiros;PL;56;2022;238105.38;2804.24;235301.14;José Medeiros (PL)
FELIPE BORNIER;PHS;53;2009;243881.76;13484.69;235097.71;FELIPE BORNIER (PHS)
CHICO ALENCAR;PSOL;54;2011;235480.08;406.78000000000003;235073.3;CHICO ALENCAR (PSOL)
Eduardo Bolsonaro;PSL;55;2018;235600.48;604.8;234995.68;Eduardo Bolsonaro (PSL)
JOÃO OLIVEIRA;DEM;53;2010;236353.22;1372.33;234980.89;JOÃO OLIVEIRA (DEM)
Bira do Pindaré;PSB;56;2022;234968.43;29.200000000000003;234939.23;Bira do Pindaré (PSB)
Rodrigo Coelho;PODE;56;2021;235128.5;197.95;234930.55;Rodrigo Coelho (PODE)
WANDENKOLK GONÇALVES;PSDB;53;2009;236717.24;2388.83;234928.03;WANDENKOLK GONÇALVES (PSDB)
PEDRO CHAVES;PMDB;54;2013;235075.25;201.33;234873.92;PEDRO CHAVES (PMDB)
Júlio Delgado;PSB;53;2009;234782.62;2050.41;234713.93;Júlio Delgado (PSB)
MARCELO MATOS;PDT;54;2014;242844.65;8141.39;234703.26;MARCELO MATOS (PDT)
Denis Bezerra;PSB;56;2022;234895.82;194.6;234701.22;Denis Bezerra (PSB)
SUELI VIDIGAL;PDT;53;2010;235019.67;322.06;234697.61000000002;SUELI VIDIGAL (PDT)
VELOSO;PMDB;53;2009;236902.83;6287.46;234608.91;VELOSO (PMDB)
Paes Landim;PTB;53;2009;234175.4;2211.8;234608.88;Paes Landim (PTB)
Eli Corrêa Filho;DEM;54;2011;236586.1;1987.7;234598.4;Eli Corrêa Filho (DEM)
VICENTINHO ALVES;PR;53;2010;238530.04;3941.02;234589.02;VICENTINHO ALVES (PR)
RENATO AMARY;PSDB;53;2009;235170.67;868.3499999999999;234540.94;RENATO AMARY (PSDB)
SARAIVA FELIPE;PMDB;53;2010;241157.91;6691.3;234466.61;SARAIVA FELIPE (PMDB)
ASSIS DO COUTO;PT;53;2009;232293.39;921.57;234351.78;ASSIS DO COUTO (PT)
WELLINGTON FAGUNDES;PR;53;2010;275307.01;41040.69;234266.34;WELLINGTON FAGUNDES (PR)
ALINE CORRÊA;PP**;53;2009;233209.53;2478.67;233930.1;ALINE CORRÊA (PP**)
Liziane Bayer;REPUBLICANOS;56;2022;234253.85;545.0500000000001;233708.8;Liziane Bayer (REPUBLICANOS)
ROSANE FERREIRA;PV;54;2011;234652.21;1004.26;233647.95;ROSANE FERREIRA (PV)
Laerte Bessa;PSC;53;2009;240461.45;6826.41;233635.04;Laerte Bessa (PSC)
Domingos Neto;PSD;56;2022;236661.79;3095.48;233566.31;Domingos Neto (PSD)
General Peternelli;UNIÃO;56;2019;233911.25;280.71000000000004;233555.24;General Peternelli (UNIÃO)
HENRIQUE AFONSO;PV;53;2010;233673.06;125.45;233547.61000000002;HENRIQUE AFONSO (PV)
Marcio Alvino;PR;55;2017;233567.41;164.75;233402.66;Marcio Alvino (PR)
LEANDRO SAMPAIO;PPS;53;2009;237681.75;5694.15;233342.7;LEANDRO SAMPAIO (PPS)
Eli Borges;PL;56;2022;233916.31;694.3000000000001;233222.01;Eli Borges (PL)
Beto Faro;PT;53;2009;243590.58;14904.779999999999;233196.52;Beto Faro (PT)
SÉRGIO MORAES;PTB;53;2009;226384.62;946.71;233144.11;SÉRGIO MORAES (PTB)
